timestamp,left_shoulder_pitch_joint,left_shoulder_yaw_joint,left_shoulder_roll_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_yaw_joint,right_shoulder_roll_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,right_wrist_roll_joint
0.000,-1.309272,2.618000,-0.554189,2.094400,0.044702,-0.322227,0.000000,-1.187052,-2.618000,-0.293879,2.094400,0.214867,-0.429226,0.000000
0.100,-1.275214,2.618000,-0.498057,2.094400,0.014738,-0.338876,0.000000,-1.193188,-2.618000,-0.249637,2.094400,0.164072,-0.416221,0.000000
0.200,-1.269543,2.618000,-0.502438,2.094400,0.015097,-0.345929,0.000000,-1.198500,-2.618000,-0.238602,2.094400,0.191649,-0.408974,0.000000
0.300,-1.267484,2.618000,-0.559404,2.094400,0.007737,-0.353523,0.000000,-1.194378,-2.618000,-0.228483,2.094400,0.254091,-0.399109,0.000000
0.400,-1.246772,2.618000,-0.574610,2.094400,-0.050571,-0.349541,0.000000,-1.159778,-2.618000,-0.264589,2.094400,0.322504,-0.399042,0.000000
0.500,-1.204240,2.558132,-0.803769,2.094400,-0.111797,-0.392319,0.000000,-1.165585,-2.618000,-0.299328,2.094400,0.315055,-0.403288,0.000000
0.600,-1.177876,2.542859,-0.934505,2.094400,-0.141365,-0.420789,0.000000,-1.176893,-2.618000,-0.266992,2.094400,0.291285,-0.395366,0.000000
0.700,-1.180599,2.514715,-0.995865,2.094400,-0.154604,-0.416540,0.000000,-1.188204,-2.618000,-0.293863,2.094400,0.253157,-0.394661,0.000000
0.800,-1.180775,2.503505,-1.052449,2.094400,-0.164061,-0.416306,0.000000,-1.192064,-2.618000,-0.315852,2.094400,0.206644,-0.403316,0.000000
0.900,-1.172438,2.512239,-1.104790,2.094400,-0.169506,-0.429845,0.000000,-1.199283,-2.618000,-0.395101,2.094400,0.131033,-0.412963,0.000000
1.000,-1.168480,2.521920,-1.143859,2.094400,-0.171448,-0.438725,0.000000,-1.202472,-2.618000,-0.373603,2.094400,0.108048,-0.406933,0.000000
1.100,-1.155796,2.503699,-1.278320,2.094400,-0.197711,-0.452129,0.000000,-1.201232,2.618000,-0.382738,2.094400,0.096595,-0.407335,0.000000
1.200,-1.176545,2.521762,-1.251500,2.094400,-0.178759,-0.436531,0.000000,-1.193965,2.618000,-0.410121,2.094400,0.101602,-0.421085,0.000000
1.300,-1.167662,2.544329,-1.273937,2.094400,-0.176503,-0.453975,0.000000,-1.189155,-2.618000,-0.334198,2.094400,0.097629,-0.411947,0.000000
1.400,-1.156353,2.555840,-1.290273,2.094400,-0.179232,-0.468401,0.000000,-1.188879,-2.618000,-0.273352,2.094400,0.114849,-0.405718,0.000000
