timestamp,left_shoulder_pitch_joint,left_shoulder_yaw_joint,left_shoulder_roll_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_yaw_joint,right_shoulder_roll_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,right_wrist_roll_joint
0.000,-1.026353,2.320819,-0.359451,2.094400,-0.210151,-0.455577,0.000000,-1.210899,-2.618000,-0.274118,2.094400,0.173895,-0.403781,0.000000
0.050,-0.979878,2.266964,-0.320126,2.094400,-0.270573,-0.462170,0.000000,-1.199636,2.618000,-0.273255,2.094400,0.138621,-0.412869,0.000000
0.100,-0.955545,2.231152,-0.316926,2.094400,-0.288651,-0.469542,0.000000,-1.209497,2.618000,-0.261006,2.094400,0.132404,-0.404288,0.000000
0.150,-0.908510,2.138090,-0.242553,2.094400,-0.335893,-0.452139,0.000000,-1.162281,2.618000,-0.211157,2.094400,0.010885,-0.405112,0.000000
0.200,-0.912690,1.929270,-0.239218,2.094400,-0.409704,-0.324195,0.000000,-0.908636,2.199631,-0.181182,2.094400,-0.307562,-0.470626,0.000000
0.250,-0.775831,1.995523,-0.060960,2.094400,-0.468293,-0.416978,0.000000,-0.354987,2.600474,0.691756,2.094400,-0.297147,-1.026158,0.000000
0.300,-0.747479,1.984295,-0.196943,2.094400,-0.495357,-0.471324,0.000000,-0.235078,2.612731,0.772271,2.094400,-0.314393,-1.171007,0.000000
0.350,-0.608117,1.944301,-0.096472,2.094400,-0.609976,-0.522256,0.000000,-0.172477,2.577332,0.790765,2.094400,-0.354150,-1.237733,0.000000
0.400,-0.669777,2.140156,0.236305,2.094400,-0.543524,-0.535903,0.000000,-0.168220,2.594781,0.831163,2.094400,-0.347967,-1.237648,0.000000
0.450,-0.881383,2.248559,-0.623302,2.094400,-0.429318,-0.537110,0.000000,-0.195365,2.618000,0.804164,2.094400,-0.248976,-1.234757,0.000000
